id,source,overalltext,overalltextloved,overalltextimprove,privatetext
24776,original,"This is a wonderful apartment, spacious, great kitchen and bathroom. I enjoyed my stay while in Prague.

 However, I gave four stars as there was no aircondition and due to noise outside I could not have the window open during the night. In the summer this would be a problem for me, but it was okay in May.",,,"Dear Prague days,
I enjoyed my stay at your apartment!

some food for thought though: I would prefer that you asked what information I needed instead of sending it all at once, this made the check in a bit complicated with sorting it out. 
I also recommend that you invest in an aircondition, if this was summertime it would be impossible for me. which would be a shame as the apartment is great!
thanks"
24775,original,"Checkin process was easy, the instructions were clear. The apartment was equipped and cleaned well. There was an elevator which was really good. The location was really good too, the center of Prag was just couple minutes away. There was a brochure of local restaurants and experiences which was so sweet. We really enjoyed staying there, would recommend.",,,
24774,translation,Very good,,,Thank you very much.
24773,original,"I loved the place, felt so comfortable with everything in it & was fascinated by the details in the kitchen. Stainless steel & super clean appliances. Toaster, electric teapot, coffee machine and everything lovely. Would definitely recommend & go back myself.

The stuff was so helpful & made our check in even easier, customisable due to difficult hour of arrival. Much appreciated by our family.",,,"I wouldn’t change a thing to be honest. 
It was all adorable. 😊

The only suggestion I would have for you to add a few coffee capsules available at the coffee machine for those who can’t get out of the house without a coffee 😄

Thank you so much for everything! 
Matilda"
24772,original,Amazing location and extremely walkable to everything. Only issue was the smoke/cigarette smell that we could not get rid of. Everything else was 10/10!,,,
24771,translation,"Super nice. Good at answering any questions you had.
Quick help and good price",,,
24770,original,All was good,,,
24769,translation,Many thanks for the great days. We were there for 4 nights. The location and proximity to the tram is great. The response to messages with requests and wishes was super fast. Even a later checkout was no problem on request.,,,Thank you very much
24768,original,Amazing place! We will definitely come back for future stays.,,,
24767,original,Exactly as advertised with helpful hosts. Just a few minutes walk from the metro and tram stations. A lidl conveniently close. Overall great stay,,,
24766,translation,"We had an excellent stay in Prague, which we were able to explore on foot from the flat, ideally located in the heart of the old town.
The flat was a very nice size, bright, clean and quiet, with all the necessary amenities.
Prague Days was very precise in its directions to the flat, sent us suggestions for activities and was always very responsive to our requests, which was very much appreciated.
In short, we were very satisfied with our rental and are ready to try Prague Days again during our next stay in Prague :-)",,,"Dear Prague Days team,

We had a very good stay in Prague and were pleased with the rental of your flat, where nothing was missing except, as I pointed out in a previous message, a few tea towels in the kitchen.

A big thank you to the members of the team who were in contact with us, for their availability and their responsiveness; it is extremely appreciable to be able to count on this contact as travellers.

We loved Prague so much that we intend to come back and will probably stay at Prague Days again.

Yours sincerely"
24765,original,We had a nice stay. Thank you!,,,
24764,translation,"Good alternative to hotel offers. Great location - you can walk to Prague's old town centre in 15 minutes. The flat is clean and comfortably furnished, without any unnecessary frills. The hosts provide friendly and clear information about everything you need to know.",,,Thank you for a wonderful weekend in Prague! We felt very comfortable.
24763,original,"Great place, nice host",,,Thank you!
24762,translation,It was nice,,,
24761,translation,Everything clean and fragrant. We really enjoyed our stay... We really felt at home.,,,"Thank you for the beautiful accommodation,it was very cozy. Just a little note... the bed was a little wobbly, we were afraid it would fall apart under us. That's the only thing we'd fault. Otherwise, everything was fine for us. 😊"
24760,translation,"We were very satisfied and felt very comfortable. The flat is furnished to a high standard, very clean and everything was as described. The organisation was simple and smooth.",,,"We didn't find how to regulate the heating in the bathroom.
Two keys would be nice.
But both were not so important, otherwise we would have asked.
We were very satisfied!
Many thanks and best regards, Eike & Martin"
24759,original,"Very good, the only downside was the bed that wasn’t comfortable",,,
24758,original,"Great apartment, clean and good location.",,,Everything was fine but the messages you were sending were extremely long. And on your holiday you don’t want to read such a long message that could be written way longer and still polite and nice.
24757,original,The appartment had everything we needed. It was spacious enough and we also appreciated the location,,,
24756,original,Great place to stay in Prague. Super convenient for a city trip. In walking distance from all major attractions and old town while being on a quieter street. Great stay and very helpful hosts!,,,
24755,original,An excellent place to stay. The apartment has everything you need.  Near all attractions. I will stay again.  Thank you,,,Good job.
24754,translation,Thank you very much for the very good and helpful information about our stay. We felt very comfortable.,,,
24753,translation,"Five-star accommodation

Everything is great, the car park is in a garage and everything is beautiful in the residence.",,,
24752,original,"My best recommendations, location was great, a lot of restaurants and train station nearby if you ever need it. The apartment is clean, beautiful and the host was very kind! 10/10",,,
24751,translation,"Our stay in the flat was excellent. Tastefully designed, exact to the pictures, in a very good and extremely quiet area, next to the Vltava River and 20 minutes walk from the Old Town. Very comfortable, felt like coming back to rest, the bed was huge and very comfortable and the sofa was great to enjoy Netflix at the end of an intense day in Prague.  The kitchen has all the necessary equipment for cooking. They also have the detail of offering amenities (gel, shampoo, conditioner, moisturizer and even earplugs and sleep mask, very useful considering that it is almost 5 am! We would also like to emphasize the quick attention of the management team. always attentive to messages. you feel accompanied during the whole stay. and Prague, a dream destination. everything perfect. Thank you!",,,thank you for your attention during these days! we have enjoyed the city and the flat very much.
24750,translation,Very nice apartment that had everything we needed. Good location both with local transport or a slightly longer walk to discover the city.,,,Great apartment and nothing to complain about except that some knives in the kitchen were not washed at all. Thanks for a nice stay!
24749,translation,"Accommodation was very central, public transport nearby. Unfortunately there was a building site opposite the flat so it was very noisy early in the morning. Flat had everything we needed and was well laid out. Unfortunately, the bed was not very comfortable and made noise every time we turned over.",,,
24748,original,"Very well appointed apartment close to old
Tow",,,Great apartment.
24747,original,Great location and the apartment itself. Would recommend!,,,
24746,original,"My wife and I loved staying in this penthouse apartment in Prague 2! It was a perfect smartly designed retreat for my wife to rest and relax while I attended some classes during the day nearby. The quiet street is a lovely place for anyone to call home during their stay, especially since it is only a few blocks away from convenient trams or subway rides directly to the Old Town. The bathroom is large, and we were very happy to take advantage of the washer/dryer to clean some laundry since we had been traveling already for a few weeks through other parts of Europe. Not too hard to figure out how to use the washer/dryer after a bit of online research. We made a few home cooked meals here and it was a delight to enjoy this kitchen. Also, only one day was warm enough for us to use the AC, but we were super glad it was a feature of this apartment!. The elevators always worked perfectly so we didn’t have to worry about walking up so many flights of stairs. All in all A+++!!!",,,"Thanks so much for the great attention and the lovely stay!!! 

A few notes for your housekeeping / maintenance crew, not as criticisms, but only because I am also in the property management business:
 
1) the shower drains slowly

2) After the tech came and shut off the breaker to the motion activated light switch in the closet, we realized that same circuit must have also shut off the plug outlets we were using by the bed stopped working. You might need an electrician to replace the motion activated switch.

3) We couldn’t figure out how to turn on the large lamp or the ceiling bulb in the living room area.

4) The throw blanket in the living room was dirty.

Again, none of these issues diminished our enjoyment of our stay, and we greatly appreciate the terrific communication and the responsiveness getting us the extra towel and extra key (which we left by the door with the original key). We hope we can stay in one of your lovely homes again next time we visit your beautiful City!"
24745,translation,Everything went without a hitch.,,,"Hey:) Actually everything was great with the flat! We only noticed two small things.

1) the floor was a bit dirty in some areas. But also not bad.
2) The capsules for the coffee machine didn't fit. It was a Nespresso Verturo machine but normal Nespresso capsules. That was a bit of a shame.

But otherwise great :) Thank you for letting us be there!
Best regards!"
24744,original,Apartment was well located in a very walkable area.  Very bright and open during the day.,,,
24743,original,"I really enjoyed my 2-week stay at this lovely apartment! The location was great being in walking distance to the old town and center, and to many restaurants and stores. It was also really nice being so close to Vitkov with its gorgeous views of Prague!  It was really quiet, I didn't hear any street noise at all. That said, the front door didn’t seem to block any sound from the inner court yard, so the sound of the neighbor closing their door would wake me - but, the hosts were proactive and provided earplugs! The apartment was comfortable and had everything I needed for a pleasant stay, though a few more kitchen items, like a dish towel and a non-metal spatula, would have been useful. I also would have appreciated a bathroom blind with a bit more privacy. The hosts were always responsive during working hours and always helpful, offering great tips about local events and holidays. The internet and table provided a nice environment for ""home office"" as well! I'd definitely recommend!",,,
24742,translation,"We had to switch to this accommodation at the very last minute because AirBnB had cancelled our first choice (booked 8 months in advance!).
Upon enquiry, it turned out, that there had been a fire in the building of the first accommodation (learned from the owner).
The new accommodation is good in terms of location, but as there were 7 of us, it was cramped. It was just manageable.
Minus point were the mattresses. Almost everyone complained about this.
Tram and supermarket literally next to and opposite the accommodation.",,,Ensuring better mattresses!
24741,translation,Nice flat with good location,,,
24740,original,"Nice place to stay in Prague. Close to historic city, public transport right next to it. Bright apartment",,,Thank you for your hospitality
24739,original,"Great location, clean and the hosts are very responsive. Would recommend.",,,Thanks for having us! Everything was great!
24738,translation,"The apartment is spacious, nice and clean. Large hallway, cleverly built-in wardrobes. The bedroom is cozy. It is certainly worth mentioning the large balcony furnished (sofas, table) for a pleasant sitting. The apartment is located in a quiet and peaceful location. There are quite a few grocery stores nearby, e.g. Tesco and also a very good restaurant U Džbánu with seating outside as well. The entrance to the apartment is wheelchair accessible. I was very satisfied with the accommodation and will definitely come back here the next time I visit Prague.",,,"I was very satisfied with the accommodation. However, I would have a few comments for improvement.
- The shower was running in the bathroom,
- if a guest wants to watch TV, they have to pay for a streaming service,
- I would have liked to see the light bulbs wattage increase.
Regards
Martin"
24737,translation,"Everything was fine, the environment was clean and beautiful. I didn't even want to leave, very nice place to live.",,,
24736,translation,"We lived in the apartment together. When I asked for another set of keys, I was told that this was only possible for an additional fee. Also, as we had been in the apartment for more than 21 days, I asked for an extra towel - it is not normal to use one for such a long time - but this was also refused.

I asked for an extra sheet so that my colleague and I could sleep separately, but again I was told that this was only available at an extra cost and that I should have been informed in advance.

There is no lift in the building. The front door has a gap through which it blows and also squeaks a lot. There is an unpleasant smell coming from the washing machine. The dishes were very dirty - all the glasses had stains on them, and even the dishes that were considered ""clean"" had to be washed before cooking.",,,
24735,translation,"One of the best deals we found on AirBnb. Cosy flats, ideal for a couple with a young child, but good enough for a crew of friends too. Check-in instructions the best I've seen. It is worth adding that it is a new block of flats on a newly built estate, so occasionally a little someone will poke a hole from the neighbours. However, this is not a nuisance.",,,
24734,original,Great overall stay. Clean and comfortable apartment with parking. These are the new apartments being built in Smichov. Nearby construction did get a bit noisy on 1 day (7 day stay) and was a bit hot in May 2025 but cooled off at night.,,,Thanks
24733,translation,"The owner was awake and quick to reply to my contact, and above all, the location of the hostel was great, close to the tram station. I recommend it!",,,
24732,translation,The chairs on the terrace were unfortunately a bit broken which is why we didn't use them,,,
24731,translation,"Very pleasant stay in functional, cosy and very well-equipped accommodation. The host is very attentive and responsive. We are very happy with our stay and highly recommend it.",,,We are very satisfied. Thank you for your responsiveness and availability
24730,translation,Nice flat with good amenities for a short city break in Prague. Shopping centre within walking distance and the tram stop in front of the door. Also a big plus for us was the underground parking for our car!,,,
24729,translation,Nice and spacious accommodation in the centre of town for a good price. Check in was efficient with clear instructions.,,,
24728,translation,"Great accommodation! With a convenient location. Near a shopping centre, bus stops, metro, shops. Close to the city centre and attractions.
Attentive and helpful owner! Thank you very much for the cosy atmosphere of the apartment! We felt right at home.
We will definitely come back to incredible Prague and stay with you!",,,
24727,translation,The biggest plus is that the location is within walking distance to the touristic areas. The house was clean and useful.,,,The lack of a washing machine at home is a drawback for long-term travellers.
24726,translation,"The small flat is totally cute, is very well equipped and has a great roof terrace with views in two directions over Prague - you can see the rooftops lit up by the sunset from your bed! And in the morning the sun shines in again from the other side. The location is great, quiet and yet in the centre of young and modern Letna, there are great cafés, the National Gallery (great breakfast!) and you can get everywhere quickly by tram and metro.  The communication was also fast and very nice. We will definitely be back.",,,"Dear Prague Days, it was all very good, the only annoying thing is the odour that sometimes comes out of the pipes on the terrace. I had already written about this, maybe you can hang something in there or there are other solutions? Otherwise we felt very comfortable. Thank you for everything!"
24725,translation,A beautiful apartment with all the amenities. We really enjoyed it!,,,
24724,original,"I had a great stay at this apartment! The location is absolutely perfect – just a 3-minute walk to the Old Town and right next to the tram stop, which made getting around super easy. The apartment is spacious and comfortable, with everything you need for a short or long stay. The only thing I would mention is that it could really use air conditioning, especially during the summer months. Other than that, everything was great – would definitely recommend!",,,
24723,translation,"The accommodation was everything we expected and more, the place was spotless, clean, comfortable and nice. Very easy to get to the centre, use transport and get around the city.
We travelled with our 4 year old daughter and it was comfortable, I would recommend it 100%.",,,Thank you for your attentions
24722,translation,"I was happy with the accommodation. Many things were as described.
I would visit the accommodation again.",,,
24721,translation,Ideal base for exploring Prague! Great location and the flat itself very stylish and atmospheric. We will come back for sure!,,,
24720,original,"It was a really nice place to stay but I felt like it was a lot more than others. I chose this as it had air conditioning and a terrace. When arriving the bed down stairs was made not upstairs where the air conditioning is. I messaged them to find out they wanted me to pay a service charge for bringing more bedding. Then changed their minds on the fee as the place had not been fully stocked with cleaning supplies(as they allowed me early check in).

I found the mattress to be stained but the bedding was clean. The fridge was small but adequate as it was only myself staying.",,,Thanks!
24719,original,"We had a wonderful stay at this beautiful and spotless apartment in Prague. The place is exactly as described — clean, modern, and very comfortable. One of the highlights was the private garden, which was quiet, green, and perfect for relaxing after a day of sightseeing.

The location is absolutely ideal — close to all major attractions, great restaurants, and public transport. Everything you need is just a short walk away. The surrounding area is safe and lively, yet the apartment itself is peaceful and quiet.

The infrastructure is excellent: fast Wi-Fi, fully equipped kitchen, and all amenities you might need. I highly recommend this place to anyone visiting Prague. Would definitely stay here again!",,,
24718,original,"Apartment looked like in the photos. It was quite moist inside and hot. Travelling in the summer might be complicated dealing with the heat. It was ok apartment, but going to see Prague i would look for closer apartment. You can reach any place within 20-30min by tram.  Overall good apartment which provides garage parking.",,,
24717,translation,You get what you see. Everything within walking distance and a great flat with a lovely balcony.,,,"Thank you very much, it was really great. We had everything we needed and felt very comfortable."
24716,original,"This was a fantastic apartment. Very comfortable, clean, with everything we needed for a little over a week. The location is perfect, just outside the very touristy parts of Prague, but just a short walk to the bridges, heart of the Mala Strana, and lots of parks. We had our little toddler with us and loved how many playgrounds were around as well. Prague Day's were very quick to respond to anything we needed. Thank you!",,,
24715,translation,"Excellent location and beautiful, spacious and centrally located flat.",,,Thank you very much for everything!
24714,original,"The apartment was just like in the photos. It was also very secure - within an apartment complex. Communication with the host was excellent.
There was a large bathroom and a smaller powder room/ toilet which was very good.
Lovely balconies to enjoy your morning coffee - with a beautiful view of the trees.
The only downside ( which was quite significant for us) was the absence of a microwave ( mentioned in the list of amenities) and toaster.",,,"The absence of a microwave and toaster was quite significant for us ( I had actually filtered my search to include microwaves).
Given the rather high price paid I would expect this to be part of the amenities.
Would  also recommend capsules ( sufficient in number) for the washing machine and installing a proper dryer. 

Otherwise picture perfect apartment !"
24713,original,"Perfect. Location, cleanliness, comfort all perfect. Will definitely return.",,,Check the coffee machine and the TV remote control batteries. and thanks for all your help.
24712,original,"the host was so communicative and responsive. unit was comfy, cark park wasnt so hard to find at the front st.",,,very clear instructions to check-in. just the link we need to type letter by letter. cant just click the link. perhaps a better version or direct pictures come with it. like some hosts do. other than that were perfect 👌
24711,translation,"We spent an extended weekend in the flat with our family (2+2). There was enough space for everyone - two bedrooms, 2 bathrooms - one with a bathtub, the other with a shower and an additional toilet on the ground floor, a large kitchen connected to the open dining room with a glass ceiling - a very attractive layout of the flat, a lot of comfort, more space than it seems on the pictures, additionally a small balcony with an electric grill. Everything you need for a stay in Prague with family, friends, short or long. flat equipped with washing machine, clothes dryer, dishwasher, smart TV with Netflix😜.
We recommend everyone who wants to visit Prague. The location allows you to get to the centre very quickly ...on foot, Prague's great public transport and the good location of the flat near the most important bus stops makes it easy to get everywhere. The flat is 1 or 2 blocks away from the National Museum in Prague, 5 minutes on foot, lots of grocery shops, restaurants, breakfast bars.",,,"our only comments are small things to improve for the future:
-the state of the equipment with rubbish bags, dishwasher cubes, washing up liquid, etc -to be supplemented because some of these things were missing or not there at all during our stay
-while overall the flat was clean, fresh linen, bathrooms clean, the state of dust on the floor to be improved 😜.
we take into account that we were anxious to check in early and the lack of replenishment and lack of thorough cleaning of the flat may have been due to the rush.
apart from that, everything was perfect.
Great flat and very nice layout.
As soon as we have the opportunity we would love to come back. if you can accommodate us.
best regards"
24710,original,"Perfect location, spacious, clean and well stocked with everything you would need. Would 100% recommend staying here whilst in Prague!",,,
24709,original,"The apartment looks like the photo, I was very pleased with the huge balcony. It was very clean and the apartment smelled nice. There were 4 of us and it was very convenient that the apartment had two toilets. We would be happy to come again!",,,
24708,original,"It was a very nice stay. Very good location - close to the hustle and bustle of Prague center, but at the same time in a more peaceful and quiet neighborhood. Well equipped, clean and cozy, comfortable bed. Also great communication with the host.",,,
24707,original,Very nice,,,
24706,translation,"Very pleasant stay in a beautiful flat with all the necessary comforts.
Old town square and historic centre within walking distance in 20 to 25 minutes.
Small shop and bakery at the foot of the building.
Perfect",,,"Hello
We had a very good stay and were in good shape for the marathon.
The flat was clean and conformed to the photos.
To improve the stay, it would be necessary to add a box of handkerchief (in spring, there are allergies 🤧 to pollens), and it would be necessary duvets a little larger. They were a bit small.
Thank you for being available
Bonne continuation
Stéphane"
24705,original,"We stayed at the AirBnB for 5 nights.  The host was extremely helpful with reccomending places to visit, and the check in process was very easy. the AirBnB is in a awesome location, right next to a metro entrance, with great links to where ever you need to go. there is a beautiful chapel outside the apartment with a nice park area to relax in. There is a great kebab shop right next door which if you stay here I would definatley reccomend! 
The city itself is gorgeous, one of the best I have ever been too  and always felt safe wherever we went.
There was a small issue with the AirBnB which was out of the owners control, which we made them aware of, and they assured us it was the first time it had happened. Their communication was amazing throughout and even suggested someone come out straight away to take a look. Because of how understand and how good the communication was it didnt effect our stay at all! 
Highly reccomend this AirBnb to anyone looking for a good location in Prague!",,,
24704,original,"Perfect place to stay if you want to be just right outside of old town, but still able to walk to it within 10 minutes",,,
24703,original,"Beautiful and Modern apartment. Walking distance from Centre. Nice Restaurants, Coffee shops and Supermarket and Parking Garage in same building.",,,
24702,translation,"Good communication, nice flat, good location. Very satisfied :)",,,
24701,translation,A great apartment for a large group. we were 10 friends who had four great days in Prague. The apartment is perfectly located for visiting the attractions in the old town and offers plenty of space. Highly recommended.,,,Thank you for some great days in your apartment. We would like to come again if we go to Prague another time.
24700,original,It was an absolutely wonderful apartment.,,,
24699,original,Wonderful place!,,,
24698,original,"Great location, not noisy, easy to find and overall very pleasant.",,,
24697,original,"At first I thought it was a bit shoddy because it could do with a couple of lights and a chair being fixed and I couldn’t turn off the heating. But I grew to love the space and the calm and the building is beautiful and the neighbours are friendly. And the area is just the most lovely place we found in Prague! We spent much more time local to the flat than we imagined we would because it’s such a great area. And the flat really is lovely, we would go back for sure.",,,"Hello. The heating is v hard to control we never got to the bottom of it. One chair is cracked and makes noises when you sit on it so might need replacing. The handle to the shower room is wobbly. 3 lights are hanging out of the ceiling. The two jigsaws we did had pieces missing! Also two sets of keys or use of the intercom system is desirable. 

But we loved it thanks! Just thought we would let you know about the above."
24696,original,"Perfect location, cute and cozy apartment, and super convenient that parking in the garage was included. Everything was clean and well-equipped. Great communication with the host. Would definitely stay here again!",,,
24695,original,"We had an awesome stay here! The apartment was super cozy and the location couldn’t be better—right in the heart of the city, but still nice and quiet. It was the perfect spot to come back to after a day of exploring Prague. Check-in was really easy and communication with the Prague Days team was smooth and helpful. Definitely a great choice if you’re visiting the city!",,,
24694,translation,"The location, cleanliness, size and style of the apartment is very good. Only the check-out time 1000 is very early and there is no place to leave the suitcases, so if your flight is in the evening, you need to find another solution for luggage.",,,I think a place for bike suitcases can be arranged if the exit is made at 1000
24693,original,"Fantastic location, very clean and large space to stay. Would come here again if in Prague!",,,
24692,original,"The apartment was as pictured—stylish, comfortable, and in a good location. Note: there's noise as described, so not ideal for light sleepers. The electronic locks malfunctioned, and we had to wait 27 minutes for the host to reset them—unfortunately during our kids’ dinnertime.

The poor rating is due to the host being misleading about amenities, even when asked before booking. They only acknowledged their mistake after a formal complaint was raised and after Airbnb intervened post check out. Had they simply admitted the error and worked with the guest toward a solution, this would be a positive review.

The listing has since been updated to reflect additional paid features—but exact costs are still missing. Future travelers should be aware of potential undisclosed fees, which led to confusion and frustration during our stay. Hopefully, they improve their transparency and customer service.",,,"I gave you many opportunities to fix the error and work with me. I am disappointed it came to this and that you even lied to Airbnb saying i did not call you and report the issues. 

Next time a simple ""yes I can see how you would be confused by our mistake however we will update xx to make it correct. We will agree half way on the costs"" would have solved the issue early and saved us both so much time and effort. 

Also please ensure the hot water system isnt on a timer or anything for the next guests"
24691,original,"Nice apartment, equipped kitchen. Clean place. Right next to tram stop which is pros because you can quickly get to city center but also a con because you can easily hear all cars and trams especially with open window.
Unfortunately parking space wasn't available during our stay. Parking spot in prague is big concern.
Responsive host.
One set of keys, for second you have to pay 300czk",,,I enjoy stay in your apartment.
24690,original,Really nice apartment very well located.,,,
24688,original,"We really enjoyed our stay at this apartment. Very well and thoughtfully planned, clean and organized. Everything we needed. No noise from neighbours. Close to a small but well stocked supermarket.  Close to two different tramlines providing access to the rest of the city.
Highly recommendable.",,,Thank you for the opportunity of staying in this flat. We really enjoyed it. Congratulations on your very professional approach.
24687,original,"Beautiful place, I would recommend everyone very responsive host 
Thank you!",,,
24686,original,"Lots of light, lots of room. Great location to get to places. 
Appreciate it",,,
24685,translation,"Very large flat with well laid out rooms. Very well located with restaurants, bars, tram and river nearby. The old town is a 15-minute walk away.
2 small drawbacks: bar opposite quite noisy until late at night and 1 bathroom in the flat instead of the 2 indicated in the advert.",,,
24684,original,"Place was excellent.
Nice location just 25’ by feet from centrum and in a safe neighbourhood.
The Airbnb was clean and it was smelling amazing. Also well equipped.
Highly recommended.",,,
24683,original,Great !,,,Merci !
24682,original,"The team was attentive and helpful.
The apartment is in a perfect location.",,,
24681,translation,"It is a beautiful, cosy flat. A quiet location yet very close to the centre of Prague.
Praque Days is a proactive communicator. We can definitely recommend a stay here.",,,"We had some trouble finding the right front door. On the mezzanine described, there are 3 doors. The instruction was that it was opposite the flat with number 9. But there was no number 9 to be seen. We just tried the key on all three doors and got in that way.

Maybe better to just indicate that on the mezzanine floor it is the right one of the 3 doors."
24680,translation,"We were very satisfied, beautiful apartment, great location, perfect communication. We will definitely come back.",,,
24679,original,It was a nice experience and the apartment is spacious and has all amenities,,,
24678,translation,"clean flat, good location",,,Good communication
24677,original,Thank you for the wonderful stay,,,
24676,original,everything was fine,,,put a curtain at the corner of the window because at night the light from the street is distracting while sleeping.
24675,translation,"Very nice apartment, well equipped and especially very clean and quiet.
Communication completely without problems, very pleasant.
Approximately 15-20 minutes from the shopping center and metro.
We appreciated the possibility of parking.
For us the mattresses were a bit soft, but everything else in the apartment was ok.
Thank you for your care Prague days:)
Alexandra",,,👌👍
24674,original,Great apartment and location close to the city! Team was responsive and supported with additional questions.,,,
24673,translation,"Neat and well-organised accommodation with all the necessary comforts. well-equipped kitchen. Very convenient chech-in/out, excellent directions from the host. Only small flaw the sofa bed is not very comfortable. For everything else super recommended accommodation, also the location, besides being in a very quiet and peaceful area, is strategic for visiting the city. Super recommended",,,Thank you for everything! We had a great time
24672,translation,Ideally located in a quiet street in the city centre. The flat is well equipped and the host was responsive and flexible about check-out times.,,,
24671,translation,"A good and sufficient accommodation for a few days in Prague. The studio corresponds exactly to the photos, is clean and pleasant. Subjectively, I think the studio is best suited for someone travelling alone. From that point of view, you could put a slightly smaller bed in the room to create more space. But regardless of that, I was happy with my choice and would definitely rent the studio again. Thanks to the staff at Prague Days, who really explain everything well and do a lot to make the stay absolutely uncomplicated!",,,"Thank you all at Prague Days! Your messages, your explanations for the check in, check out and any other items where great, easy to understand and very useful! I'll recommend you to my friends! Best regards, Barbara"
24669,translation,"As good as new, very nice standard and good location (10-15 mins walk to the city centre).
The apartment is directly connected to the multi-storey car park and the reception hall is guarded by a porter. There is currently a large building site next door which causes noise during the week. The windows are quite soundproof and insulate the whole thing well. The price is therefore certainly still very acceptable at the moment and it was worth every cent. Everything is great on the whole.",,,
24668,translation,The accommodation was great.,,,
24667,translation,"accommodation superbly located, very pleasant! Host very available by message, very clear instructions",,,
24666,original,"We’ll definitely choose this place again when visiting Prague, the location is amazing, the apartment matches the description and pictures",,,Thank you 🙏 we loved your place
24665,translation,"Prague city centre, access to Wenceslas Square. Accommodation comfortable, clean.",,,
24664,translation,"Apartment, location, price, communication on the unit, I recommend with all ten😉",,,
24663,original,"Good location, great for 2 people.",,,
24662,original,"We stayed in the apartment for 20 days. A very beautiful, spacious, bright apartment located in a great, central and quiet location in the old city. There is everything nearby; restaurants, cafes, public transportation. Communication with the hosts was quick and easy and they responded quickly to all our inquiries. It should be noted that access to the apartment is partially inaccessible. The elevator does not reach the ground floor, and does not reach the apartment floor so you have to climb about 15 steps and does not reach the entrance to the apartment so you have to go down or up about 10 steps. As an older couple with several suitcases, it was challenging. There were some problems with the hot water and heating that were resolved after assistance from the hosts. The owners of the apartment are available and try to help in every way. Recommended apartment. We enjoyed it very much.",,,
24661,translation,"Close to transport
Easy to reach points of interest on foot
Very comfortable beds
Very comfortable mattress",,,"We liked it very much.
The house has everything it takes to be 5-star
But the floor was dirty and dusty, especially in the living room area."
24660,translation,"Great flat, not far from the centre and close to a tram stop that makes it very easy to get anywhere.",,,
24659,original,"Well decorated apartment, very comfy bed, and excellent kitchen facilities! The location was perfect for getting on trams and near the local supermarket. Will definitely return😊",,,
24658,original,"A superb stay! The place looks just like the photos and has everything you need. Comfy bed, the kitchen is very well equipped, heated floors in the shower (a major boon since it was super cold outside!), great water pressure. The check in was great and the hosting company's managers are super lovely and very responsive. Terrific location, too. Would definitely recommend this place to anyone.",,,Thank you so much for having me! The only thing that was missing was a kitchen towel – I eat (and wash) a lot of fresh produce and I wasted tons of paper towels on drying it off. But that's such a tiny nitpick that it's not even worth mentioning haha.
24657,original,"I had a great stay in the apartment. It was clean, nicely furnished and decorated, and the Prague Days team really thought of everything to make the stay comfortable. Would definitely book again the next time I'm in Prague.",,,
24656,original,"Great apartments, quiet surrounding near beautiful park. I enjoyed customer service a lot",,,Please add a shoe spoon 🙏
24655,translation,"Good flat close to the centre, nice little balcony, good value for money, a small downside: the bedding on the 2 sofas is not very comfortable.",,,
24654,original,"Very nice neighborhood, lots of place to go with superb rating. The apartment is nicely decorated and modern.",,,
24653,translation,"House very well located to see all of Prague
From this house you can walk to all the main areas of Prague Everything was found to be in perfect order and great policing
 I am very happy with this choice I would especially like to thank the organisers who were always ready for every request and information",,,bravo
24651,translation,"Very nice apartment!
Great location, close to the centre. There is a tram stop right next to the house, with a lot of trams that can take you almost everywhere.
There is a private parking space in the garage, a large terrace.
The owner was quick to respond and help!
When we come to Prague again, we will definitely rent this apartment if possible!
I recommend it to everyone!",,,"Thank you for the nice accommodation, we have no complaints.
There were only two strange things.
The TV turned on and woke up several times at night, I never understood why)))
And the fridge did not make ice, but that's more of a quirk 😁
Thank you for your pleasant stay there!"
24650,original,"great apartment with a spacious living room right in the heart of Prague, you get get to the tram and metro fast. the host is very responsive and the apartment itself was great",,,everything was great the only thing that was missing was an extra towel as we also had a baby which was stated in the accomodation. nothing major but I'm mentioning it in case it helps you on how you process the toddler information as I know Airbnb doesn't really count them as guests. Soaps and shampoos where very nice touch :)
24649,translation,"Very nice, large flat 2 steps from Wenceslas Square. The very precise directions made it very easy to find the flat and to park our car in the underground car park. Everything was as described and even bigger than the photos suggested.  The flat is beautifully decorated and very well equipped. Perhaps it lacks a wardrobe and hangers for storing clothes, but that's just a detail. The flat is also very quiet and the ideal starting point for visiting the city. We really enjoyed our stay here.",,,Many thanks again for the lovely flat you provided for us. It contributed greatly to making our stay in Prague an unforgettable one. All the best to you
24648,translation,"Very good location, tram right outside the front door, only a few minutes' walk to the centre. We spent very little time in the flat - the beds are comfortable, the sofa bed is unfortunately unusable for sleeping. In this respect, I would recommend the accommodation for a maximum of 4 people. (There are also only 4 armchairs.) The water temperature control in the shower works poorly, which was very unpleasant and annoying, especially for the children.
The communication was great - very quick and helpful. We were also allowed to check in earlier. Overall recommendable.",,,
