id,source,headline,negative,positive
697,original,,"When we arrived at the chekin ( I was told the apartmnet is 20 minutes walk from there and not a 5 minute walk as I was lead to believe on the phone) we filled our forms and were told to come back at 4 p..m for the keys.
At 4 p.m we arrived but there were no keys, the receptionist told us there was a problem with the laundry and due to that the keys were delayed. She told us to go to the apartment ( 20 minutes walk) and wait there for the keys. ( why did they not email or call me in the first place to just go to apartment and not come to the check in again?? Such a waist of time). We arrived at the apartment, of course no one was there and we waited another 20 minutes only to get the keys but find out we have no linens, no bedding or towels. It took them more then two hours to bring them to the apartment and they just left them on the beds unmade. 
We were very disappointed by this treatment and I won't use this company ever again.
Also, the pictures of the house are very misleading on booking. It's not a two bedroom apartment, but five bedrooms, with other people living in the house as well. 
The bathroom is the tiniest bathroom I have ever seen, it's impossible to close the door because it's so tiny.
In conclusion find a different appartment, for 300 euros there are much better options",
695,original,"",The most I didnt like is just the toilet. Its way to small. Beware of the claustrophobians,Locotion was just awesome. 
690,original,This overpriced hostel is very uncomfortable in every way,"This apartment is in fact an overpriced hostel. The online description of this place is very misleading. We booked a two bedroom apartment with a private bathroom and a kitchen, but got two separate bedrooms on different floors (2nd and 3rd) and a toilet, located on the first floor. The toilet is the 2ftX2ft tiny and is open for use by all the people living in the hostel. The stairs are very unsafe and rickety. There is no closets or wardrobes in the bedrooms. The windows of the bedrooms overlook the trash cans of nearby restaurant. The place is very noisy overall. This is sad, but I can not find anything positive about this place except for the central location of the building.",The only thing to like is the location.
688,original,asdasd,Had to go down two flights of narrow steps to get to the bathroom.,Location
687,original,,"Only the toilett under the stairway is really, really small, but useable for &quot;normal&quot; sized persons. Tall people will have a problem.","The holiday flat is in an very old house, but it is modernised, so no worries. It is clean and cosy and really nice."
677,original,,"There's no information in booking.com telling me that I have to pickup the key in different location, as it written key can be collect at property.  The room is in the 3rd level and have no elevator to access so we have to use staircase and carry all our bags. Sometime the Wi-Fi is not available and the staff take along time to respond and not being  helpful to solve the problem. We had experience the electricity went off and there is no assistance at all to solve the problem,  their require us to wait till night.",
670,original,"","The room is much much smaller than what has been shown and stated online. It is definitely not 60 m sq. The room dimensions mentioned online are wrong. The room was nearly half the size of the stated dimensions. The basic amenities like toilet paper were not there. The bathroom does not have a door, it is only separated by a curtain. 

The room size information given online is false. Despite reaching out to the staff, nothing was done about it. ",The location is great.
668,original,Perfect,,"The Apartment is located in most perfect location in the city, you go out the building and you got everything you need!
Also I would like to note that the communication with the reception was very good - attended all of my needs.
Would highly recommend this apartment"
665,original,,Absolutely no issues with the property but the only issue we had was maintenance was going on outside our door on the Monday which woke us up very early ,"Lovely apartment, had a fantastic range of facilities and for what we paid we got a lot more than we expected, not far from our concert venues and town. Fantastic stay would highly recommend "
664,original,So much potential. ,"The lobby into the rooms, seems to still be under renovations. There is no elevator. 4 floors with a heavy bag is a challenge. The bed was comfortable but noisy. ","Proximity to everything. It was warm inside. Facilities available for everything you want.

I accidentally broke a plate and reported it. I was told its okay I won't have to pay for it.

Having Apple TV and wifi was just perfect. "
661,original,,There was a strong smell of cleaning chemicals when we checked in,Great apartment for a family. Fantastic terrace with a bbq place. Warm and has everything you need for a comfort stay
660,original,"",They need to explain everything when check in. Their space wasn't big like what they said and there were two small sofabeds for 4 people wasn't compfortable.,
652,original,"Dreadfully managed, to be avoided at all cost despite great location ","
I rarely had such a poor experience with terrible management practices, harassing me with emails and text messages constantly, turning a simple renting into a bureaucratic nightmare and a talent to make the simplest things utterly complicated. I’m not even sure in which category this place falls, Airbnb, hostel, appartement renting, although they pretend to behave like a hotel. Despite an overload of (mostly unhelpful) information, they did not disclose the place was in the same building as a low class noisy night club....Worse, the appartement was poorly maintained, stinky and under equipped. 
The staff looks ok though and it’s clearly a management and personality problem on the side of the owner or manager. ","Apart from the location, the experience was awful "
645,original,Well located flat with some areas to improve,"We travelled around 30 hours straight before arriving in Prague on Sunday afternoon. Disappointed to find just two small, thin and lumpy pillows provided. These were so bad we needed to sleep with the aeroplane neck rests and buy our own pillows on Monday.
While the flat was clean, the shower curtain had a yellow edge that made it look overdue for a change.
The cooktop is ceramic induction. None of the pots and pans are marked induction and some are aluminium. While we didn’t do a lot of cooking we learned from experience the cooktop simply won’t operate with non-magnetic metals like aluminium.","The apartment has a lot going for it. Right across the road from the National Theatre, one street back from the river and walking distance to just about everywhere. It’s a cosy size for two people and nice and quiet overnight. It’s got some fun character quirks too, like the old building lift, loo window to nowhere and bank vault lock on the front door.
Visitor experience could be improved with some clear info about the flat number and floor, because there’s only a small (easy to miss) sticker on the front door. We also had difficulty with the front door and balcony locks - a bit disconcerting when you can’t get back inside after dinner when it’s late and dark. Towels are small, thin and in short supply."
644,original,"","Front door really hard to unlock, balcony door very temperamental and unable to lock, staff not particularly helpful ",Very good location and beautiful apartment  
635,original,"",,Fantastic location and very organised 
632,original,,,"Great Location and Size, perfect for 2 day stopover in Prague"
630,original,What a beautiful apartment in a perfectly located area in beautiful Prague!,"We were 5 people and were only given one set of keys although we asked for more, this was not possible. In the description, it says 2 bedrooms but it is actually 1 bedroom - so this could be a bit misleading (however we were still perfectly comfortable in the apartment). TV kept going off, so maybe it is something that could be fixed.
Hot water issue in the bathroom - it was fixed on the second day.","The apartment was absolutely perfect - it made our trip that much better; clean, comfortable and perfect location. I highly recommend it!"
621,original,"",Picking up the keys is 15 mnts walk away from the location. Location is hard to find. ,"Location is in the great odd the old town,  everything was close. "
608,original,"well equipped, spotlessly clean, great location",,
605,original,,No cons at all,"First of all I would like to mention the staff. They were very kind, helpful and the response rate was amazingly fast.
The room was as described, clean, cozy and close to everything you might want to visit."
597,original,Excellent,,"Beautiful spacious interior, recently renovated. Quiet and peaceful place. Good localization. The appartment is equipped with everything you need. Decent price"
593,original,Nice central place for short team trip,,
590,original,Great apartment.  Quiet building. Wonderful balcony.  Would recommend this apartment to others.,"We did have a little problem picking up the keys.  The ladies in the office forgot to give us the parking fob so we were required to pay for them to bring the fob to us.  Not a huge issue, and as this was the only hiccup, more of a learning experience.","We really loved the apartment.  Two floors, quiet, plenty of room and we spent most of our time, when in the apartment, on the balcony!  I think we may have turned on the TV once.  The view outside was better then any TV program."
589,original,,,The facility is very good but it's take time for 30 min by walk to reach the central of tourist attraction.
588,original,"",,Apartment was geat! I recommed!!! 
581,original,,"Building smiles not good. Trash in the hallway of the building. 
No paper towels in the bathroom. 
NO Iron until the third day. 
I do not recommend this place. You can find a lot better in old town square.

Kind regards",
579,original,Shit,"Bed sheets was too short, water heater was a tank which got empty in 10 mins, only 1 towel for each person although we stayed 5 days, they are only cleaning for the room if you are staying more than 10 days, check in time is after 4:00pm and checkout before 10:00am and they charged my credit card 120 euro after i left the apartment at 12:00pm although i stayed for 5 days and paid € 1000, really i advise not to stay there, very rude owner",Nothing
527,original,We are very pleased with this apartmant.,"We didn't like that the curtain-rod hit one of us when we tried to open the window. It was a little bit loud at night, but when we close the windows it was okey.",The location was perfect. We just love that there was fans for every room because it was so warm when we were there.
516,original,Cozy and warm,"We had to go to the reception even if we announced the arrival between 3-4 PM, we were there, we called and we were asked to go 1.5km away from the propety. 
No parking around, just private. We found one at 1-1.5 km away - 650 ckh per day.

Aaand, no mirror to see my full outfit.","Fabulous location, better than expected!!! 
Comfy bed, nice and clean! Spacious living room, candles, full kitchen. 
I made myself some tea at the end of the day and I found cotton pads! Small details that make the difference.."
514,original,Worth every £!!! Highly recommend!!!,,The house has everything you need for ykur stays in Prague.
511,original,"",There was just one bathroom that too was small and just one fan for 2 bedrooms. Looks like the owners were very frugal spenders. The whole place looks shady and I visited with my family. I wouldn’t recommend this place to anyone. ,Location was fine. The noise of the tram  will make sleeping a tough task though.
506,original,"A noisy, very uncomfortable night in a overpriced, outdated apartment without proper facilities","The pick-up service for the key was ridiculous. Had to pick-up at other side of the city center. Inadequate bedding and very noisy location. The facilities are outdated and the TV is not connected due to a short cable, how is this possible. WiFi did not work and the facilitating party was unavailable for contact.",The location was the only pluspoint for this accomodation.
505,original,"",Leaving...,"Great location, Great decor, Absolutely huge inside, Lovely staff they got us an extra set of keys when we requested them. 
All I all, lovely experience!"
500,original,"",It didn’t really bother us but because of the clubs right under the appartement it was very noisy in the room which looks to the street. The kids slept in the other two rooms and they didn’t hear anything. But this is staying on the center.,"The appartement is very spaceous in the heart of Prague. Very short walking distance to everything, many great places to eat and shop
The design was great! Loved the wall textures! "
490,original,All-in-all it was a pleasant stay (with some hiccups).,"The door to the bathroom was missing - this was really inconvenient, especially since the rooms also have no doors.
The keys to the building and appartment were not all working, so I almost got locked out one evening (luckily, I managed to sneak into the building along a neighbour).","The location of the appartment was really convenient and the steaks downstairs (in the Stejkarna steakhouse) were excellent.  The appartment is very well equipped, from coffee machine to entertainment equipment and washing facilities.  Bed - very comfortable.
The two young ladies (Vera and Tereza) taking the role of the hosts were really trying hard to cope with all the small (and not so small) issues arising during our stay, and to be generally helpful."
489,original,"Overpriced when compared to what you get (not central Prague location, very basic furnishing etc.)","The prebooked taxi (28 euro) never showed up at the airport, so had to take an ordinary taxi (46 euro). Keys had to be picked up in central Prague, quite far from the apartment. The apartment in itself was in a building with no elevator and this was not clear from the description. 84 steps up with a heavy suitcase is not for everyone. The furnishing of the apartment is also unusual: no couch or chair(s) to read or relax in, only two large pillows on the floor. Very small dining table and two plastic folding chairs. The bed is on a ledge with no railing. Large double bed, but the mattress is very hard. A quite steep staircase leads up to the ledge and because of the ceiling you practically have to crawl in from the stairs to ledge, and you bump your head onto the ceiling all the time because there is not standing height on the ledge. The balcony is full of planters with old soil and no plants - not very inviting.",Nice and quiet neighbourhood. Modern apartment with new kitchen and bathroom. Very clean apartment.
487,original,Great appartment and beautiful city,,"Great, great and cozy appartment.
We enjoyed a lot beeing there.
1 min. from metro station Florenc and from main bus station.
And 10 min walk from downtown.
Beautiful city. I could live there😀"
486,original,,Not enough chairs (more beds than chairs!). Kitchen not very well equipped. Beds are rock hard and pillows mile high. Only one key to the door.,"Good location, close to the metro. Many restaurants and supermarket nearby. Clean and modern. Smooth check-in and check-out."
484,original,"",,Excellent communication and full support 
481,original,"Dirty, very old, careless host ","1. The apartment doesn't have AC. It is full of insects because of the windows being open all the time. Opening the windows doesn't help a lot  in the ventilation of the place. The apartment is super hot 


2. showers in the apartment are flooding when you start taking a shower.

3. There are stairs to climb to get to the apartment. 

4. The entrance to the building and the way to the apartment smells very disgusting, since there is a place for garbage collection in there and the smell reaches inside the apartment which is not what we are expecting.


5. Wifi is not working at all.

6. The apartment is not cleaned very well, I have requested before coming that they take cleanness very seriously, however, you can see black marks on the bottom of your feet from just walking from the bed to the bathroom. The stovetop, refrigerator, and many things are not cleaned well.


7. There is no iron and washing machine 

8. Host is not respectful. 

",
480,original,Almost perfect,"Kitchen lacking pots and pans, cutlery. TV not connected to any kind of network so not working. Wifi  was 4G through a small transponder- hit or miss. Either working or not. Tried to get extra set of keys, mission impossible as there is no reception and nobody is really avaliable to service guests. No parking, had to leave van 1km away. Just get proper internet, TV working, kitchen necesseties and extra keys and you get a 10.","Very comfortable, beautifully equiped. Two bathrooms/ toilets. Good beds. Great master bathroom, huge living room and kitchen. Good value overall. Clean too. Supermarket, metro and tram only 100m away."
476,original,Excellent,,
475,original,New and very nice apartment,"It takes very long time to go through the check-in process to fill out the travelers registration as required for police. 
Did nit have proper shower curtain or bathroom door in both bathrooms. ","Very new and good design apartment nicely decorated, large and spacy. "
472,original,"",N/A,100% service and politeness of the staff. 
471,original,Historic jewel for affordable vacation ,"There was a strange smell in the apartment, we could not figure out where it came from but we managed with having the windows open almost all the time. Its an old building but with elevator and very charming. The apartment was very spacious and nice.","Everything else, the city is grand, very historic, lots of restaurants, many if which are first class. Loads to see and explore. We fell in love with the city..."
470,original,"",Curtains doesn't protect from sunshine.,"The others is very good.
"
465,original,The apartment is nothing like the online pictures. The agency manager is unhelpful and abusive.,"When we arrived the apartment was clean but in genuine need of refurbishment: 
•	Internal cupboards &amp; fixtures haven’t been painted for at least 40 years.
•	IKEA kitchen poorly equipped, badly designed e.g. corner sink inaccessible and awkward to use, no draining board, wooden bench top is waterlogged falling apart &amp; leaky
•	at night the flat is dark, gloomy and depressing. Lighting is inadequate.
•	light fittings haven't been secured properly to the ceiling and look like a potential fire hazard.
•	curtains are too small for the windows meaning there is no privacy at night from the flats over the road.
•	rotten window frames. 
•	external double glazed windows are broken providing no sound insulation.
•	hostile neighbours create trouble if you use a laptop for Netflix night curfew is 10.00pm.
The noise from the trams is very loud so be prepared for an early morning call around 5.00am when their frequency starts to pick up: they don't stop at night. 
The worst was the beds (the cheapest IKEA produce) and really uncomfortable. Broken slats in the base left a hole in one bed almost a metre wide through which the mattress was falling making it impossible to sleep on. Mattresses were old, stained and worn out.
We complained about the broken bed and matrass and after 5 days agency delivered a filthy, heavily worn and possibly flea infested replacement mattress which looked as if it had been recovered from a rubbish tip. We refused to have it in the flat because it was a health hazard. We were then threatened and harassed by the agency who refused to remove it. Eventually the manager said that our complaints were unreasonable, and the quality of matrass is acceptable by Czech standards.
We are rather surprised to read the reviews by other guests, they don’t seem genuine, worst holiday we have ever had.",
460,original,"","Above a KFC, did have a slight smell and the building itself wasn’t very welcoming but the apartment was great. ",Great location and easy to check in. Very comfortable beds.
435,original,Good,It was spacious.!,"The bed  was terrible, only one person can sleep on it! We were 8, so 2 people slept on the floor."
407,original,"Overall nice flat, but disappointed by the service provided by the owner.","We had to order extra service to get the keys right at the flat (which we had to pay 10€), otherwise you have to stop first at their office which is quite far from the flat... not very convenient when you arrive with children and luggages. At arrival the host did not have the keys... we had to wait outside 5-10 minutes for his friend to bring the key. 
In the flat, hitting was shut off, even if outside was 5 degrees, and the host did not know how to put on the hitting. I had to study myself the system, it was not an easy stuff. 
The flat was overall clean, but obviously somebody used the toilets before our arrival and left it dirty. 
Some forks ans spoons as well were dirty. 
One day of our stay, 2 men came for one hour to repair something in the flat... using the toilets, speaking loud... I was trying to work quietly. strange they can't do it when there is no client in the flat!","Quite place, on 5th floor, and pretty clean. Spacious with 2 big rooms, perfect for a family with small children."
406,original,"",,"Very friendly and helpful service. Due to problems while our travel to Prague, we arrived very late in the night, but the personnel was very empathic and managed everything for us. So thank you for your help:)"
403,original,"All in all, a great place to stay at.","This place is great. It's comfy with all the necessities. I'd just recommend having some Venetian blinds in the bedrooms to block out the sunlight in the early morning. Other than that, it's perfect.",
401,original,Great place in wonderful city,"There was some miscommunication at check-in, we thought we would get keys at address, but we had to take tram to pick them up at office, a bit rough for the kids, but also a bit exciting..","The appartment was great, prague is wonderful!"
386,original,Fantastically enjoyable city break,"I contacted the host four times to try and organise an airport transfer and got no reply.
We were arriving at 1pm, so to get a message the day before saying we couldn't check in until 4pm wasn't great. The key pick up was a 15 minute walk from the apartment and with every pavement being cobbled, impossible with a suitcase.",Location was as good as it could be. The apartment was very clean and had recently been refurbished.
376,original,Fantastic apartment!,,Very nice apartment in the heart of Prague. We will come back!
375,original,"",,"Great place for family (2adults, 2 kids) simple, clean, very good location, excellent value. "
371,original,"Great place to stay, but beware the many flights of stairs!","Picking up the keys was easy as the host was waiting on our arrival, but it took 4 messages to the host to know what time we were going to arrive.  I sent the same message and info 4 times before the arrangements weref finalised.","Clean, comfortable, great location!"
366,original,"Satisfied with the apartment, would recommend",No quilt on be just a small sheet,Bed comfy
363,original,,"We didn’t get what we booked, arrived at 9:30pm, in the end we got the key around 11:30pm. After we checked out they sent me emails saying that we didn’t close the door thus need to pay €150 of penalty. Anyway we followed the instructions to leave the key on the table in living room and of course closed the door, anyway we felt disappointed in their service",It’s clean
362,original,"Great location, great apartment.","The absence of a toaster and a coffee machine (Dolce Gusto, Keurig, Nespresso or other) for the breakfast. A shower curtain would reduce water splashing out.","i did not except to travel a few kilometers to pick up the keys. Otherwise, great friendly setvice. Room is modern, well decorated, good size of a couple. Confortable bed."
361,original,"",,"Location is great. Comfortable apartment for
a stay in Prague. Easy to get around as main station and tram stop is in 5min walking distance. "
360,original,"",Plumbing was a problem. Sometimes no water for a few hours in morning so one day I could not wash or brush teeth before going to an appointment. Toilet wouldn’t flush. Shower douche head attachment loose. Light fixture hanging by a wire above bedside. Mattress badly stained but covered with clean bedding. No drying up towel provided or dish drainer. ,"Light and airy. Newly fitted furniture. Large fridge freezer. A microwave would be nice. 
Good location for station and walkable distance from most attractions. Lift. There was nothing wrong that cannot be easily fixed but a number of small issues add up when considering the cost of the apartment. "
356,original,Nice apartment and location but bad customer service.,"We had to pick up keys from a business located nearly 4 kms from Prague Central station - a 15Euro taxi ride. 
 We chose the apartment for the close location to the station - a 300 metre walk.  Once the keys were picked we had to travel back to the apartment another 10Euro taxi.  There was no offer to drive us back to the apartment.",It had all the features of a home
355,original,Good location,"Floor was not cleaned when we came to the flat. There were shoeprints and many hairs on the floor. No hangers in the waredrobe, no bathroom floor mat.  No kitchen towel, doors were rather difficult to open. Keep in mind that pick up place for the keys is quite far from the flat so if you have heavy luggage it is rather unpractical to go to take them first. ( they will inform about this in the email before your arrival)","Great location! nice modern design, washing machine comes handy for longer stay"
354,original,"A pleasant apartment, well located, once you can gain access!",The place to pick keys up was a 15 minute walk from the apartment and the process was unnecessarily lengthy.,"Clean apartment, well appointed."
352,original,,,"Professionally designed apartment, significant attention to details. Highly equipped and expensively furnished."
349,original,,,Excellent communication. Very helpful host.
345,original,,"I didn't like that there were written in the property description things that were actually missing - like the city view, the was no washing machine and iron and also it was for 4 guest and there were only 3 chairs. 
It also made me very bad impression that to watch TV you have to pay extra money and it was not announced in the apartment description.",A good location and cleanness.
343,original,Don’t stay here if you want to sleep.,"The property had no blinds to block it the light in either the sleeping or kitchen area for privacy. 
The apartment was on the 6th floor with no elevator for bags on arrival or departure (remember people are travelling with 20kilos ). It does state on website no elevator for upper levels \ but it doesn’t state on the website which floor your unit is on.   When I got in contact with the Managers of the apartment about no curtains - reply was in photos you can see the apartment is light (well excuse me -  I have not seen many apartments photographed in the dark - therefore I would expect every accomodation to have blinds - so you are nit awake all night with street lights and the rising sun at 530am while on holidays.",Not much - find something else or cancel if you have booked this apartment .
340,original,Disappointing,,"4th floor in an old building, apartment is renovated but not matching the photos they advertise. A disappointment."
338,original,Stay at Wenceslas Square Apartments May 2019,"No iron, even when requested. Blinds didnt keep any light out so struggled to sleep. The TV didn't come with any instructions on how to use with no channels &amp; we later discovered there could have been Netflix but no directions of how to use it. The stairs were ridiculous to go up and down repeatedly with no lift etc. We had to collect keys from a different address, this wasnt the address on booking.com for quick access at the airport. 3 keys different keys felt unnecessary and could be much simpler with a code or keycard. No change of towels etc for our stay and the shower was cold.",Good location. Great fan as there was no air con. Amenities to use such as oven.
328,original,Very good location in Praha,Cleaning of flat not made at our arrival,Equipment very new and modern
324,original,Sister Weding.,WiFi don't work properly. There is no free TV program.,Kitchen is excelent. Bathroom is very good. Bedroom is very good.
319,original,,"The apartment we stayd in, does not look like the one booked. The shower was not working properly. We were on the fourth flour, and the stairs was a killer, but this is mentioned in the original add.",The location was great. Right in the heart of all the action. Loved the little info document telling us how to find all you need.
309,original,great,,
308,original,"",4th floor,Location and comfort 
303,original,,It is 4th floor without elevator.,
302,original,,Ther is no jot water,
296,original,NEVER stay here,"There was no hot water at all for our entire 3 night stay... complained and NOTHING was done at all! Not even offered money back
On arrival we paid and we're not given a receipt... upon insisting on a receipt or a refund until a receipt could be dropped off... we were promised one... it never turned up
My friend and I shared the double bed as there was no sofa bed despite this being advised... both of us are around 5ft and 8stone and the bed collapsed while we were sleeping... we had to put it back together ourselves and discovered it was not put together properly..... absolute disgrace.... would not recommend this place to anyone!",Other than the location there was nothing good about this apartment at all
289,original,They have tried to make the apartment look good in a sub standard building.,"Fifth floor with no lift, shared area were poor and smelt of damp, tile in the bathroom ceiling hanging down and toiletries were a well known supermarket's value brand!",
287,original,Enjoyed my stay!,The 5 flights climb to apartment!  Got my exercise at least!,It was nice to have option to cook my own meals or not far to any restaurants to eat out.
286,original,,The bed breacking but quick reaction by the owner.,Location
278,original,I would definitely stay in the apartment next time. Good location and very nice place.,There are no proper lights (from the ceiling) and no TV.,"Apartment is clean and funky, 20 minutes away from the center part of the city (by tram). Quiet area."
277,original,,I cuuld not find the iron :(,"Everything was amazing, we forgot the keys inside the flat, but Karolina was very helpful and gave us a second couple in the office.  We came late at night, but it was not a problem to get the keys. Very stylish, clean, good area."
276,original,I love this place!,"Little recommendation. The sound system, what is here is good BUT, I cannot use it. I'm not listening radio, but I love music what I prefer. So I wanted to play some music from my own devices, but I cannot connect it with the sound system. Just add the jack cable, with everybody can connect the sound system with the devices. This is one little recommendation. Nothing else :).","Absolutely luxury apartment. I want to Live and Create in apartment like this. It's inspiration for me to rent a new flat in city where I'm living. Beautiful place with lovely and pure energy. Very pleasant, minimalism luxury with emphasis to details without exaggeration :). Love it &lt;3"
271,original,"",Maybe it could do with a fan. To be fair we went in the middle of a heatwave so the flat may not be hot enough for a fan in a normal summer. ,The location was amazing. Beautiful sheets and comfortable apartment. Everything was very clean. We had a great time!
270,original,,Heating broke but it was repaired the same day.,Quiet street 4 tram stops from city center. Plenty of restaurants and bars nearby but it never gets loud. Would recommend for a family with up to 2 kids. Apartment was clean and just like on the photos.
265,original,Nice apartment. Great location.,"The apartment was really nice but showed a few signs of frequently being rented out:
- shower door had trouble closing and keeping the water in.
- only 2 wine glasses in a 6 person apartment.
- we did not use the dishwasher because the panel below came loose when you opened/closed the machine.
- a toaster would be a great addition to the kitchen 😉.
These are minor things (!). We enjoyed the stay very much.",Very nice apartment. Really great location. Most things in Prague are within walking distance (we walked 54 km in 5 days). Not too much noise from the street or other apartments.
263,original,,,"The location of the flat was just perfect, everything was in short walking distance and the view is pretty nice also. It was great that it was possible to check-in so late. Next time coming to Prague, I will definitely check if the flat is available again."
260,original,"",,Great accomodation in the vrry center of Prague
257,original,The location is excellent!! Just next to charles bridge. Apertment is beatiful.good with the kids,,
256,original,Best location if you want to explore the historical center of Prague. Simply fabulous.,Bathroom deserves some maintenance.,Location is as great as you can hope for. The apartment is also very large and comfortable.
253,original,,"Check in time allowed as 16:00
Check out allowed as 10:00
Walked around Prag with luggages.
Reception was 2km away fm flat. We went there bu tacı to get the keys. And returner back to flat bu taxi.
İt was very difficult to find the room in a big circle buuolding complex. Lost 2 hours for it..",Good location
252,original,"","This is the worst service ever. When I booked a room, I was asked what time I was most comfortable to check in. I indicated the time but I was settled 2 hours later than I requested. At the same time I had to look for parking at this time. When I wanted to pay118 euros (as indicated in my booking) I was charged a commission of 25 euros. About the fact that I need parking, they forgot. When I asked for a late check-out, they asked what time I wanted to leave, I found out the time, then the administration replied that I could not leave later. Relationships on the reception are dreadful.",
251,original,Great place in the heart of Prague ,"The pick up of the keys is a bit awkward. Having to go into the town, busy road, no parking is a bit annoying. The key pick up and apt are 2km away from each other. Just small point. ","The location is excellent
Free and safe parking
Quiet place, in the centre and not a sound really. 
The place is good size for 3 of us. 2 adults and child
Good little kitchen. 
Great WiFi. 
Clean
Good shower.
Great place to walk everywhere from/to all the main sights. 
Restaurants and shops near. 
"
249,original,"",,2 minute walk from Malostranská station and Charles Bridge. Good location as it’s very quiet as well! 
248,original,,"Coffee cups left dirty in the sink, while the reception told us that we cannot check in early as we had to wait for the cleaning staff to finish.....",
247,original,Good location,The toilet didn't work for our entire stay. We reported this on the first night and it was on the final (5th) night a plumber was sent at 7pm to fix it. A handyman was supposed to show up and arrived at different times. Not impressed. We received a $30 refund. I would never stay here again.,Location was great. Kitchen had everything we needed.
236,original,Basic apartman in a superb location.,"We musted wait for the key's befor the properity a half hour even though that we wrote 3x our check in time for the manager and for the guy how gived us the key's. (last time 1 hour befor our arrival and all our messeges was confirmed)

The guy took with 120 CZK more money from our card, like was the complet price on booking.com.

The apartman was VERY COLD 13 'C (out side temperature was the same!!! ) and the guy can't turn on the heating!  Forrtunedly I'm also from east europe and enought old to turn on that old gas-radiator. 
In the apartman was only 1 radiator. Kitchen and bathroom are without heating!  We leaved open the door's but in the bathroom was all time cold even thought the 2 day's heating!

They take extra 50 € for the cleaning, is it 2-3x more like the other apartman's in the same locatin, but the shower was disgusting and the most moldyed what I have been see in my life !
The cleaning was very skean-deep. Thick dust, old spider's web's, dirty windows...

The kitchen is well equipped, but neede some cutting knife, cutting board, a dish rag too.","Location, free privat parking."
235,original,"","They are real scammers. Tried to charge my card after checking out, without even messaging me about any issues. Also they havent paid the internet bills, so there was no wifi during my stay.",
234,original,,,"Nice loft in quiet building, accessible by elevator. Perfect communication with the host."
231,original,,"When checking into the apartment there is no representative from Prague Days (you get the keys to the apartment in the center of Prague 1, then you go to the apartment and the settler yourself). In connection with this circumstance, I highly recommend to very carefully check the condition of the apartment and any faults found, something damaged and others, prepare a report with photos and send it to Prague Days so that after departure you don’t run into problems and don’t pay a fine for did not commit.
The apartment is not clean enough, not very clean carpets, dust in the corners, strange hair in the bathroom, very dirty ventilation filter in the bathroom on the second floor.
Squeaky bed in the bedroom on the first floor.
No soundproofing from neighboring apartments, voices from neighboring apartments are heard.

It would be better if the representatives of Prague Days were present at the check-in and check-out of the guests from the apartments and handed over the keys in the apartments.","Convenient location from all major attractions, apartments are located in a quiet area, close to many cafes, restaurants, a larger supermarket Albert.
There is a park nearby.
There are available a lot of different kitchen equipment."
227,original,Could be Luxurious ,"Broken blinds, so no privacy and not much sleep , inadequate air conditioning, no iron and ironing board, no microwave, no coffee machine, no toaster. ",We were happy with the location and having two bathrooms and a cloakroom. The furniture was comfortable. 
226,original,Agradable,,El apartamento en general
220,original,Clean; roomy; close to restaurants &amp; the tram for easy transportation.  A perfect choice to stay in.,The elevator was out of commission for 2 of our 4 day stay; on a weekend - these things happen; but it was a bit of a walk up the stairs.,"The loft at Zizkov was perfect; it was extremely clean; beds were comfortable (even the sofa bed); we had 3 bathrooms!!!, a dishwasher &amp; washing machine; and ample space for 4 people.  So easy to access the tram -- we were 10 minutes from old town!  The building &amp; street were beautiful; elegant style.  There was a small grocery store less than a block away and tons of restaurants close by.  It was an ideal location.  The telecommunications tower was a perfect landmark.  We were met at the loft to book us in when it suited us.   I booked the loft &amp; was quite proud of my accomplishment -- it was a hit!!"
209,original,"","receptionist, problems and bed assistence form owner",ecxellent apartament new and clean
208,original,recommendable,Please consider upgrading the bedding.,"Well equipped, great location. Very recommendable for couples !"
192,original,"It suited it&#39;s purpose but not what we were expecting, caters more for big groups with cheap budget.","We had to go to another office to pick up keys and check in. Not only was it further from the airport but it was 15mins walk (20 mins+ when you're lugging luggage across paved roads and foot paths) away from the accommodation. Was very inconvenient especially after a long flight. 

We also had to fill in more paperwork and information when we were checking in. Every other place we checked in to, only required our passports and basic info. It was almost like we were filling out a lease form, which was what the lady at the office referred it as. 

While the space is big, it is more suitable for groups and big families, not idea for couples. For the same price we could have got a more luxurious smaller space (we definitely didn't need all that space for 2 people) rather than a big budget space with no use for it. From the property description we did not realise it was catered more for groups with numerous wooden pallets and mattresses piled up in the living room. We only used the main bedroom which had a queen bed, it was just weird to see the pallets and mattresses piled there in the living room and the bathroom was inconvenient to get to because it was at the other end of the apartment. 

As mentioned not idea for a couple to stay. But very large and spacious for a big group travelling on a budget. We paid the same for 2 as for 10 so no value for us there.",Very big spacious space suitable for big groups not so much couples
188,original,"",The apartment can have air conditioner! ,Almost everything! 
186,original,Interesting stay,"Having never been to Prague we didnt know that we really couldnt drive to the property to drop off the luggage.  We tried which was a huge mistake!  When i asked at checkin they said we could dive there to stop long enough to unload the car. That was not possible with the number of people and the narrow streets.  The
apartment was in a great location but was also very loud at night with the people partying in the streets and with no air conditioning we neded to keep the windows open.  Be prepared for noise which was worse on Thursday night (stayed Tues-Fri). Did not stay over the weekend but assume they would be worse","Apartment was close to everything, clean and was very spacious."
